Date;GID;Pos;Name;Starter;FD Pts;FD Salary;Team;H/A;Oppt;Team Score;Oppt Score;Minutes;Stat line
20160309;4728;PF;Parker, Jabari;1;29.6;$6,800;mil;H;mia;114;108;37.70;23pt 3rb 2st 1to 1trey 7-13fg 8-11ft
20160309;4122;PF;Speights, Marreese;;28;$3,500;gsw;H;uta;115;94;15.35;16pt 5rb 4as 1trey 6-10fg 3-4ft
20160309;3817;PF;Williams, Marvin;1;27;$5,800;cha;H;nor;122;113;29.92;14pt 5rb 4as 1st 1to 2trey 5-9fg 2-2ft
20160309;4850;PF;Martin, Jarell;;25.7;$3,500;mem;A;bos;96;116;23.03;16pt 6rb 1as 1bl 1to 7-10fg 2-3ft
20160309;3621;SF;Ariza, Trevor;1;25.7;$6,300;hou;A;phi;118;104;40.17;15pt 1rb 3as 2st 1bl 1to 4trey 4-14fg 3-4ft
20160309;4285;SF;Hayward, Gordon;1;25.2;$7,300;uta;A;gsw;94;115;31.78;16pt 6rb 2as 1st 3to 2trey 5-15fg 4-5ft
20160309;4475;PF;Sullinger, Jared;1;25;$6,200;bos;H;mem;116;96;21.22;12pt 5rb 2as 3st 2to 5-11fg 2-3ft
20160309;4280;PF;Favors, Derrick;1;24.8;$7,600;uta;A;gsw;94;115;26.80;11pt 4rb 2as 1st 2bl 5-12fg 1-1ft
20160309;4472;SF;Crowder, Jae;1;23.9;$6,200;bos;H;mem;116;96;21.68;15pt 2rb 1as 2st 1bl 1to 3trey 5-12fg 2-2ft
20160309;4778;PF;Kaminsky, Frank;;23.5;$3,600;cha;H;nor;122;113;18.08;10pt 5rb 1as 2st 1bl 2trey 4-8fg
20160309;3474;SF;Barnes, Matt;1;23.4;$4,800;mem;A;bos;96;116;33.77;12pt 2rb 4as 1st 2bl 3to 2trey 4-16fg 2-2ft
20160309;4416;PF;Williams, Derrick;;23.2;$3,500;nyk;A;pho;128;97;17.87;18pt 1rb 2as 1st 1to 2trey 8-10fg
20160309;4614;PF;Zeller, Cody;1;22.6;$4,600;cha;H;nor;122;113;29.90;13pt 8rb 1bl 2to 3-4fg 7-9ft
20160309;4765;PF;Grant, Jerami;1;21.6;$5,200;phi;H;hou;104;118;35.60;13pt 3rb 2as 1st 1bl 2to 1trey 5-12fg 2-4ft
20160309;4534;SF;Thompson, Hollis;1;21.4;$3,700;phi;H;hou;104;118;33.92;10pt 7rb 2as 2trey 4-7fg
20160309;4104;PF;Ibaka, Serge;1;20.3;$5,800;okc;H;lac;120;108;33.48;15pt 4rb 1as 1to 1trey 6-14fg 2-2ft
20160309;4187;PF;Jerebko, Jonas;;20;$3,500;bos;H;mem;116;96;23.30;11pt 5rb 1st 1bl 1to 3trey 3-4fg 2-2ft
20160309;4871;PF;Porzingis, Kristaps;1;18;$6,300;nyk;A;pho;128;97;22.35;13pt 5rb 1to 1trey 2-10fg 8-9ft
20160309;4478;PF;Teletovic, Mirza;;17.8;$4,600;pho;H;nyk;97;128;29.55;11pt 4rb 1st 2trey 4-13fg 1-3ft
20160309;4239;SF;Gee, Alonzo;;17.4;$3,500;nor;A;cha;113;122;24.23;4pt 7rb 2as 1st 2-2fg
20160309;4496;PF;Acy, Quincy;1;14.8;$3,700;sac;H;cle;111;120;21.25;8pt 4rb 1bl 3-5fg 2-2ft
20160309;4502;SF;Barnes, Harrison;1;14.7;$4,200;gsw;H;uta;115;94;29.42;4pt 6rb 3as 1to 2-8fg 0-1ft
20160309;4675;SF;McDaniels, K.J.;;14.6;$3,500;hou;A;phi;118;104;17.20;12pt 3rb 1to 3-4fg 6-6ft
20160309;3772;PF;Lee, David;;14.3;$5,000;dal;H;det;96;102;13.08;4pt 4rb 1as 1st 1bl 2-4fg
20160309;3641;SF;Iguodala, Andre;;14.3;$3,900;gsw;H;uta;115;94;21.92;4pt 4rb 3as 1st 1to 2-3fg
20160309;4071;SF;Beasley, Michael;;14.2;$3,500;hou;A;phi;118;104; 8.95;8pt 1rb 2st 1bl 1to 2-3fg 4-4ft
20160309;3419;PF;Stoudemire, Amare;1;13.7;$3,800;mia;A;mil;108;114;18.20;6pt 1rb 1as 3bl 1to 3-5fg
20160309;3898;PF;Hollins, Ryan;1;13.2;$3,500;mem;A;bos;96;116;24.57;7pt 6rb 1to 3-5fg 1-2ft
20160309;4701;SF;Ingles, Joe;;13.2;$3,500;uta;A;gsw;94;115;21.50;5pt 1rb 4as 1st 1to 1trey 2-4fg
20160309;4267;PF;Booker, Trevor;;12.9;$3,600;uta;A;gsw;94;115;18.67;4pt 7rb 1as 1to 2-4fg
20160309;4787;SF;Winslow, Justise;;12.8;$4,000;mia;A;mil;108;114;25.82;6pt 4rb 2as 1to 2-7fg 2-2ft
20160309;4654;SF;Bullock, Reggie;;12.6;$3,600;det;A;dal;102;96;25.75;5pt 8rb 2to 1trey 2-6fg
20160309;4460;SF;Singler, Kyle;;12.3;$3,500;okc;H;lac;120;108;20.07;6pt 4rb 1as 3-6fg 0-1ft
20160309;4003;PF;Landry, Carl;;12.2;$3,700;phi;H;hou;104;118; 9.30;6pt 6rb 1to 0-2fg 6-8ft
20160309;4209;SF;Casspi, Omri;;12.2;$4,600;sac;H;cle;111;120;22.75;13pt 1rb 2to 1trey 6-9fg
20160309;4806;PF;Lyles, Trey;;12.2;$3,500;uta;A;gsw;94;115;15.13;11pt 1rb 1bl 2to 4-7fg 3-6ft
20160309;4085;PF;Anderson, Ryan;;11.7;$5,500;nor;A;cha;113;122;28.72;3pt 6rb 1as 0-8fg 3-3ft
20160309;3401;SF;Butler, Caron;;10.9;$3,500;sac;H;cle;111;120;10.88;7pt 2rb 1as 1trey 2-4fg 2-3ft
20160309;3871;SF;Tucker, P.J.;1;10.1;$4,600;pho;H;nyk;97;128;29.58;4pt 3rb 1as 1st 1to 1-5fg 2-2ft
20160309;4411;PF;Leuer, Jon;;9.6;$3,500;pho;H;nyk;97;128;11.68;2pt 3rb 2as 1st 1to 1-5fg
